0	ba	ca	86	74	68	68	68	61	50	47	47	47	47	47	40	40	40	32	28	28	28	25	25	25	16	16	16	16	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	ba	ca	74	86	80	80	80	73	62	59	53	53	53	53	46	46	46	38	34	34	34	25	25	25	16	16	16	16	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	ba	ca	68	80	86	86	86	79	68	65	59	59	59	59	52	52	52	44	40	40	40	31	31	31	22	16	16	16	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	ba	ca	68	80	86	87	87	80	69	66	60	60	60	60	52	52	52	44	40	40	40	31	31	31	22	16	16	16	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	ba	ca	68	80	86	87	99	92	81	78	63	63	63	63	55	55	55	47	43	40	40	31	31	31	22	16	16	16	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	ba	ca	61	73	79	80	92	99	88	85	70	70	70	70	62	62	62	54	50	47	47	31	31	31	22	16	16	16	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	ba	ca	50	62	68	69	81	88	104	101	86	86	86	86	78	78	78	70	66	58	58	42	42	42	33	27	27	27	21	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	ba	ca	47	59	65	66	78	85	101	107	92	92	89	89	81	81	81	73	69	61	61	42	42	42	33	27	27	27	21	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	ba	ca	47	53	59	60	63	70	86	92	107	107	104	104	96	96	96	88	84	76	76	57	57	57	42	36	36	27	21	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	ba	ca	47	53	59	60	63	70	86	92	107	107	104	104	96	96	96	88	84	76	76	57	57	57	42	36	36	27	21	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	ba	ca	47	53	59	60	63	70	86	89	104	104	107	107	99	99	99	91	87	76	76	57	57	57	42	36	36	27	21	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	ba	ca	47	53	59	60	63	70	86	89	104	104	107	107	99	99	99	91	87	76	76	57	57	57	42	36	36	27	21	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	ba	ca	40	46	52	52	55	62	78	81	96	96	99	99	107	107	107	99	95	84	84	65	61	61	46	39	39	30	24	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	ba	ca	40	46	52	52	55	62	78	81	96	96	99	99	107	107	107	99	95	84	84	65	61	61	46	39	39	30	24	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	ba	ca	40	46	52	52	55	62	78	81	96	96	99	99	107	107	107	99	95	84	84	65	61	61	46	39	39	30	24	21	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	ba	ca	32	38	44	44	47	54	70	73	88	88	91	91	99	99	99	108	104	93	93	74	70	70	55	48	48	39	33	30	20	20	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	ba	ca	28	34	40	40	43	50	66	69	84	84	87	87	95	95	95	104	108	97	97	78	74	74	59	52	52	43	37	34	24	24	5	5	5	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	ba	ca	28	34	40	40	40	47	58	61	76	76	76	76	84	84	84	93	97	108	108	89	85	85	70	63	63	54	48	42	32	32	8	8	8	8	8	4	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	ba	ca	28	34	40	40	40	47	58	61	76	76	76	76	84	84	84	93	97	108	108	89	85	85	70	63	63	54	48	42	32	32	8	8	8	8	8	4	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	ba	ca	25	25	31	31	31	31	42	42	57	57	57	57	65	65	65	74	78	89	89	101	97	97	82	69	69	60	54	48	35	35	11	11	8	8	8	4	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	ba	ca	25	25	31	31	31	31	42	42	57	57	57	57	61	61	61	70	74	85	85	97	108	108	93	80	73	64	54	48	35	35	11	11	8	8	8	4	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	ba	ca	25	25	31	31	31	31	42	42	57	57	57	57	61	61	61	70	74	85	85	97	108	108	93	80	73	64	54	48	35	35	11	11	8	8	8	4	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	ba	ca	16	16	22	22	22	22	33	33	42	42	42	42	46	46	46	55	59	70	70	82	93	93	108	95	88	79	69	63	50	41	17	17	14	14	14	10	9	9	9	9	9	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	ba	ca	16	16	16	16	16	16	27	27	36	36	36	36	39	39	39	48	52	63	63	69	80	80	95	108	101	92	82	76	62	53	29	29	26	26	26	22	21	21	21	21	15	9	9	9	9	9	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	ba	ca	16	16	16	16	16	16	27	27	36	36	36	36	39	39	39	48	52	63	63	69	73	73	88	101	101	92	82	76	62	53	29	29	26	26	26	22	21	21	21	21	15	9	9	9	9	9	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	ba	ca	16	16	16	16	16	16	27	27	27	27	27	27	30	30	30	39	43	54	54	60	64	64	79	92	92	108	98	92	78	69	45	45	42	42	42	38	37	21	21	21	15	9	9	9	9	9	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	ba	ca	10	10	10	10	10	10	21	21	21	21	21	21	24	24	24	33	37	48	48	54	54	54	69	82	82	98	108	102	82	73	49	49	46	46	46	42	41	25	25	25	19	9	9	9	9	9	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	ba	ca	10	10	10	10	10	10	21	21	21	21	21	21	21	21	21	30	34	42	42	48	48	48	63	76	76	92	102	108	88	79	55	55	52	52	52	48	47	31	31	31	25	15	12	12	12	12	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	ba	ca	0	0	0	0	0	0	11	11	11	11	11	11	11	11	11	20	24	32	32	35	35	35	50	62	62	78	82	88	108	99	75	75	69	68	62	58	57	41	41	41	35	25	12	12	12	12	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	ba	ca	0	0	0	0	0	0	11	11	11	11	11	11	11	11	11	20	24	32	32	35	35	35	41	53	53	69	73	79	99	108	84	84	78	77	71	67	66	50	50	50	44	34	12	12	12	12	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	8	11	11	11	17	29	29	45	49	55	75	84	97	97	91	90	84	80	79	63	63	63	57	47	25	25	25	25	19	19	19	14	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	8	11	11	11	17	29	29	45	49	55	75	84	97	97	91	90	84	80	79	63	63	63	57	47	25	25	25	25	19	19	19	14	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	8	8	8	8	14	26	26	42	46	52	69	78	91	91	97	96	90	86	85	69	69	69	60	50	25	25	25	25	19	19	19	14	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	8	8	8	8	14	26	26	42	46	52	68	77	90	90	96	97	91	87	86	70	70	70	61	51	26	26	26	26	20	20	20	15	9	9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	8	8	8	8	14	26	26	42	46	52	62	71	84	84	90	91	97	93	92	76	76	76	61	51	26	26	26	26	20	20	20	15	9	9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	4	4	4	10	22	22	38	42	48	58	67	80	80	86	87	93	97	96	80	80	80	65	55	30	26	26	26	20	20	20	15	9	9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	9	21	21	37	41	47	57	66	79	79	85	86	92	96	108	92	81	81	66	56	30	26	26	26	20	20	20	15	9	9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	9	21	21	21	25	31	41	50	63	63	69	70	76	80	92	108	97	97	82	72	46	42	42	42	36	36	36	24	18	18	10	10	10	10	10	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	9	21	21	21	25	31	41	50	63	63	69	70	76	80	81	97	108	108	93	83	57	53	53	53	47	47	47	35	29	29	10	10	10	10	10	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	9	21	21	21	25	31	41	50	63	63	69	70	76	80	81	97	108	108	93	83	57	53	53	53	47	47	47	35	29	29	10	10	10	10	10	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	9	15	15	15	19	25	35	44	57	57	60	61	61	65	66	82	93	93	108	98	72	68	68	68	62	62	62	50	44	44	19	19	19	19	19	18	18	18	18	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	9	9	9	9	15	25	34	47	47	50	51	51	55	56	72	83	83	98	108	82	78	78	72	66	66	66	50	44	44	19	19	19	19	19	18	18	18	18	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	9	9	9	9	12	12	12	25	25	25	26	26	30	30	46	57	57	72	82	105	101	101	95	89	86	86	61	55	55	30	30	30	30	30	29	28	28	28	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	9	9	9	9	12	12	12	25	25	25	26	26	26	26	42	53	53	68	78	101	101	101	95	89	86	86	61	55	55	30	30	30	30	30	29	28	28	28	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	9	9	9	9	12	12	12	25	25	25	26	26	26	26	42	53	53	68	78	101	101	104	98	92	89	89	64	58	58	33	30	30	30	30	29	28	28	28	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	9	9	9	9	12	12	12	25	25	25	26	26	26	26	42	53	53	68	72	95	95	98	108	102	99	99	74	68	68	37	34	34	34	34	33	32	32	32	23	10	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	ba	ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	19	19	19	20	20	20	20	36	47	47	62	66	89	89	92	102	108	105	105	80	74	74	43	37	37	37	37	36	35	35	35	26	13	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
